Ano Calendário;Faixa de Salários-Mínimos;Bolsas de estudo e de pesquisa caracterizadas como doação, exceto médico-residente ou Pronatec, exclusivamente para proceder a estudos ou pesquisas e desde que os resultados dessas atividades não representem vantagem para o doador, nem importem contraprestação de serviços;Bolsas de estudo e de pesquisa caracterizadas como doação, quando recebidas exclusivamente para proceder a estudos ou pesquisas, recebidas por médico-residente e por servidor da rede pública de educação profissional, científica e tecnológica que participe das atividades do Pronatec;Capital das apólices de seguro ou pecúlio pago por morte do segurado, prêmio de seguro restituído em qualquer caso e pecúlio recebido de entidades de previdência privada em decorrência de morte ou invalidez permanente;"Indenizações por rescisão de contrato de trabalho, inclusive a título de PDV, e por acidente de trabalho; e FGTS";Ganho de capital na alienação de bem, direito ou conjunto de bens ou direitos da mesma natureza, alienados em um mesmo mês, de valor total de alienação até R$ 20.000,00, para ações alienadas no mercado de balcão, e R$ 35.000,00, nos demais casos;Ganho de capital na alienação do único imóvel por valor igual ou inferior a R$ 440.000,00 e que, nos últimos 5 anos, não tenha efetuado nenhuma outra alienação de imóvel;Ganho de capital na venda de imóveis residenciais para aquisição, no prazo de 180 dias, de imóveis residenciais localizados no Brasil e redução sobre o ganho de capital;Ganho de capital na alienação de moeda estrangeira mantida em espécie cujo total de alienações, no ano-calendário, seja igual ou inferior ao equivalente a US$ 5,000.00;Lucros e dividendos recebidos;Parcela isenta de proventos de aposentadoria, reserva remunerada, reforma e pensão de declarante com 65 anos ou mais;Pensão, proventos de aposentadoria ou reforma por moléstia grave ou aposentadoria ou reforma por acidente  em serviço;Rendimentos de cadernetas de poupança, letras hipotecárias, letras de crédito do agronegócio e imobiliário (LCA e LCI) e certificados de recebíveis do agronegócio e imobiliários (CRA e CRI);Rendimento de sócio ou titular de microempresa ou empresa de pequeno porte optante pelo Simples Nacional, exceto pro labore, aluguéis e serviços prestados;Transferências patrimoniais - doações e heranças;Imposto sobre a renda de anos-calendário anteriores compensado judicialmente neste ano-calendário;75% (setenta e cinco por cento) dos rendimentos do trabalho assalariado recebidos em moeda estrangeira por servidores de autarquias ou repartições do Governo Brasileiro situadas no exterior, convertidos em reais;Incorporação de reservas ao capital / Bonificações em ações;Transferências patrimoniais - meação e dissolução da sociedade conjugal e da unidade familiar;Ganhos líquidos em operações no mercado à vista de ações negociadas em bolsas de valores nas alienações realizadas até R$ 20.000,00 em cada mês, para o conjunto de ações;Ganhos líquidos em operações com ouro, ativo financeiro, nas alienações realizadas até R$ 20.000,00 em cada mês;Rendimento bruto, até o máximo de 90%, da prestação de serviços decorrente do transporte de carga e com trator, máquina de terraplenagem, colheitadeira e assemelhados;Rendimento bruto, até o máximo de 40%, da prestação de serviços decorrente do transporte de passageiros;Restituição de imposto sobre a renda de anos-calendário anteriores;Outros;Parcela isenta correspondente à atividade rural;Recuperação de prejuízos em Renda Variável (bolsa de valores, de mercadorias, de futuros e assemelhados e fundos de investimento imobiliário);Demais Rend. isentos e não-tributáveis dos dependentes;Benefícios ind. e reembolso desp. receb. voluntário Fifa, da Subsidiária Fifa Brasil ou Comitê Organizador Brasileiro (LOC)
2016;De 10 a 15;185,9274138;133,757905;411,1841731;3699,842936;0;198,3297082;107,6653135;1,06033519;12075,40659;1491,575421;7392,401185;3577,793582;9905,776422;3320,515109;7,67726742;22,62383405;67,42267261;213,4203042;29,40489798;9,35729806;1002,772856;16,34712925;89,52793403;5613,933051;5802,135981;35,57009653;0;0
2016;De 15 a 20;68,92994551;30,68105424;336,1145805;2811,917402;0;198,6832058;119,3352503;0,38235694;11587,27222;804,4834532;5775,533634;2450,150925;7899,569744;2832,098183;3,48511142;42,5363499;70,6744085;223,6413592;23,21187997;6,76188456;683,5811667;7,71060359;56,99804551;3908,359303;3443,875374;29,06434811;0;0
2016;De 20 a 30;48,88074554;33,74805669;522,899446;4486,920253;0;332,0760603;200,3085843;0,3466185;19721,02599;863,1103637;10052,38133;3252,085165;10595,92454;4631,380099;7,16029591;278,0158859;133,0215125;427,6279827;32,53307262;9,40051878;735,8977595;7,83459686;80,94742397;5262,083334;4128,565107;48,65744753;0;0
2016;De 30 a 40;23,09600184;10,81562558;361,876161;2809,690761;0;242,3005385;153,0642937;0,35228016;15793,2614;430,9268565;5834,442492;2200,231192;6635,847639;3685,302846;5,44281642;219,0423352;120,8816815;362,0511729;16,77819225;1,56726262;271,4905724;4,21321339;55,83318913;3407,924052;2509,838548;43,61081618;0;0
2016;De 40 a 60;20,66827509;14,23009727;534,5842708;3020,818461;0;126,3134513;204,526281;1,19550423;22914,56247;383,9801151;3566,696351;2780,838084;7754,265769;5567,650479;6,50826095;259,7977972;223,1208358;572,0990984;17,7603755;1,85630995;188,0433581;3,36912239;67,88097694;4045,568367;3149,714307;52,5400177;0;0
2016;De 60 a 80;7,91044094;3,02144952;316,2161116;1512,957089;0;25,74281638;131,3427577;0,14086125;15690,72419;166,3937699;1054,300821;1770,614913;4098,685583;3891,931506;2,15451193;86,28401682;219,2957456;427,0936498;10,08429494;0,83078982;57,15576679;2,47380903;31,36155162;2173,954309;2072,170113;42,28679561;0;0
2016;De 80 a 160;15,4356361;3,85419202;675,2333556;1933,378172;0;17,48243918;194,3456383;2,26312139;35778,51253;219,9067406;698,9322996;3868,691835;5758,248268;9189,273184;1,66794794;14,11896746;720,5464127;1061,590188;13,95975605;2,18382508;55,17049502;0,76389088;37,34747542;3992,635348;4112,058364;93,70329954;0;0
2016;De 160 a 240;6,8304245;14,77985599;283,3848279;379,8352039;0;6,00943459;79,00003257;2,26190692;18875,79235;66,59062402;190,6313853;2091,961302;1450,949734;4950,365217;0,12115473;2,28790747;517,0268503;635,2463684;4,9326281;0,88317667;5,98584673;0,00352;10,20527954;1715,917763;1924,593803;62,94527359;0;0
2016;De 240 a 320;9,53621779;9,32996512;143,4751909;218,045179;0;1,70853598;43,52212269;0,001685;12802,49978;31,58700808;86,34015472;1473,168793;567,7804751;3107,285699;0,06986203;0;406,7792775;372,3115507;1,94350688;0,21137663;1,77399086;0;6,34025687;1177,511863;1298,237042;31,71248121;0;0
2016;Mais de 320;37,66865963;260,0665274;1040,87864;383,8703171;0;4,074994;228,5835757;0,13955753;86774,00382;71,30789217;341,0324907;11586,03765;669,734199;37361,90911;0,08125857;0,12646989;12769,76159;3785,980698;5,40222241;0,69856152;16,62078321;0,0440218;26,22973014;11193,76364;6790,129021;310,3860892;0;0
2015;Todas;2993,564779;1781,685478;4813,671525;31322,38747;35180,90658;0;0;0;258620,3266;56673,57446;41869,36957;41578,33557;75360,482;88665,47824;63,03208277;900,9457127;27499,58643;8611,348256;273,1975257;57,26538813;4386,940512;804,8366227;2019,747913;83136,25946;42196,07374;394,6732297;0;2,65544725
2014;Todas;1789,809021;1322,227409;4338,861798;26347,45869;42404,08399;0;0;0;256163,7165;48727,24378;37892,07325;29732,31854;64066,63774;62778,13558;53,58616022;545,1869567;41279,60036;7577,338888;221,876071;28,8262439;4247,283506;808,1696561;1820,254918;66473,4035;37353,58923;389,4269758;0;1,76145724
2013;Todas;2263,77579;744,3254594;3752,602338;23208,25974;44129,21901;0;0;0;231302,3561;42929,66075;33554,2326;20686,58371;55989,12419;51410,20555;57,08916231;602,2550903;15941,26021;8031,229039;331,9273531;54,13626468;3397,697868;718,946518;1608,951468;58118,97676;33046,56597;289,6715595;0;2,20918452
2012;Todas;1795,106593;395,5291978;3143,307141;19309,45627;38898,83183;0;0;0;208521,9346;37145,63707;30974,75175;17146,77258;47012,27111;47969,69365;56,87561386;534,085218;15003,76075;6545,323659;288,3888094;37,02164742;1226,18217;440,1454613;1048,48799;52900,2545;32780,072;364,9721024;2828,701529;1,40069779
2011;Todas;1848,233467;0;2855,414804;16740,26757;36199,12402;0;0;0;192564,2924;32952,63736;28446,79331;16150,8779;37013,77147;54172,50898;68,41539223;554,5934376;15944,52265;0;0;0;0;0;0;51384,4482;30253,82379;0;3607,342834;0
2010;Todas;1441,231701;0;2475,906435;14411,11585;27425,40606;0;0;0;162712,5524;30769,73103;26411,52729;12260,2539;29671,849;50482,7151;64,64211743;413,1750208;12640,32902;0;0;0;0;0;0;43672,43571;26105,73062;0;3400,266179;0
2009;Todas;1199,031783;0;2308,364793;14717,21164;19914,47494;0;0;0;133282,5295;27866,64972;24401,17209;10452,91166;22851,73805;46426,38369;84,24383282;0;0;0;0;0;0;0;0;48657,68206;22483,9935;0;2837,181253;0
2008;Todas;1030,120228;0;2213,204219;12928,04894;19677,22003;0;0;0;129843,9007;26229,18442;22638,77939;9349,752137;19876,02564;48137,48739;0;0;0;0;0;0;0;0;0;48262,97259;20214,34013;0;2757,209212;0
2007;Todas;491,0347504;0;983,4331008;9136,082259;8475,155332;0;0;0;102650,3812;8592,146432;12762,36264;4152,146332;4831,698857;22822,57874;0;0;0;0;0;0;0;0;0;25855,85173;8272,250757;0;1964,46541;0
